"ID","AGE","HOME","HINC","GENDER","MEDAGE","MEDPPH","MEDHVAL","MEDINC","MEDEDUC","NUMPROM","NUMPRM12","RAMNTALL","NGIFTALL","MAXRAMNT","LASTGIFT","TDON","RFA_96"
23772,77,1,1,"F",34,230,669,383,132,62,11,136,12,20,15,26.0000000000001,"A1F"
23773,40,1,6,"M",41,222,1458,516,135,74,11,330,50,10,5,21,"S4D"
23775,46,0,2,"M",44,121,542,211,120,59,13,243,15,25,21,19.0000000000001,"S2G"
23781,32,0,3,"F",37,200,834,325,120,24,12,34,3,20,20,18,"A1F"
23783,49,1,7,"M",40,231,1472,532,138,71,13,212,12,27,23,18,"A2F"
23784,60,1,6,"F",49,147,815,331,140,97,20,284,29,27,10,14.0000000000001,"A2F"
23790,50,1,4,"M",38,163,732,142,120,68,13,170,9,40,20,19.0000000000001,"A1F"
23791,68,NA,NA,"M",39,209,592,342,120,90,34,140,16,13,10,10.0000000000001,"S2E"
23792,87,0,7,"M",37,175,895,422,149,40,10,92,12,10,10,16.0000000000001,"S4E"
23793,72,1,6,"F",41,195,1654,504,140,58,13,120,7,25,25,18,"A1G"
23801,54,1,3,"F",33,265,1818,513,140,55,13,76,10,15,15,18,"A1F"
23804,40,1,5,"M",46,189,530,357,130,33,12,31,4,11,10,17.0000000000001,"A3E"
23807,68,0,3,"M",38,181,636,215,120,81,41,150,12,20,10,6,"A2F"
23808,66,1,1,"F",38,230,912,189,120,13,11,18,1,18,18,16.0000000000001,"F1F"
23809,44,1,4,"M",29,94,425,109,126,57,13,249,15,20,20,15,"S3F"
23812,61,1,5,"F",49,113,471,319,142,16,11,21,2,15,6,19.0000000000001,"N2F"
23813,76,1,3,"F",38,251,884,412,125,42,10,62,5,18,18,26.0000000000001,"A1F"
23816,64,1,6,"M",51,179,1889,716,156,68,13,169,17,16,15,15,"S2F"
23817,63,1,3,"M",34,189,701,220,123,105,28,510,30,25,21,18,"S4G"
23823,73,1,1,"F",45,232,931,311,120,64,9,97,14,12,11,26.0000000000001,"A1E"
23839,65,1,4,"U",40,177,339,153,116,49,11,51,5,15,15,22.0000000000001,"A2F"
23840,36,1,3,"F",43,192,668,275,120,49,13,77,7,20,15,21,"A2F"
23843,66,1,7,"F",46,172,966,250,122,52,7,184,23,25,10,22.0000000000001,"A1E"
23847,64,1,4,"F",35,341,1760,370,120,26,10,30,2,20,20,18,"A1F"
23856,48,1,6,"F",42,132,5173,523,160,25,12,46,3,20,20,20.0000000000001,"A2F"
23865,60,0,1,"F",44,177,371,172,120,27,11,28,5,10,10,15,"A2D"
23868,91,1,2,"F",42,169,511,245,120,47,14,165,10,27,27,16.0000000000001,"A4G"
23869,47,1,2,"F",40,189,388,242,120,72,12,114,22,10,6,18,"S4D"
23875,52,1,2,"F",33,163,620,195,120,14,12,20,1,20,20,16.0000000000001,"F1F"
23876,52,1,5,"F",43,170,1611,445,160,12,10,20,1,20,20,17.0000000000001,"F1F"
23877,32,1,5,"F",43,198,364,212,118,36,13,58,6,15,10,19.0000000000001,"S3F"
23878,84,1,2,"M",52,177,674,261,120,85,14,141,28,10,10,16.0000000000001,"S2E"
23879,28,0,3,"F",37,122,338,317,120,23,10,30,2,20,20,23.0000000000001,"A1F"
23882,80,NA,NA,"M",48,172,1372,349,131,61,11,95,8,20,20,24,"A1F"
23883,61,1,5,"M",38,162,593,230,120,58,10,79,14,10,2,18,"A3E"
23886,39,1,4,"M",43,194,1215,464,138,25,13,50,3,20,20,18,"A2F"
23889,44,1,5,"M",42,173,795,278,120,24,10,25,2,20,20,20.0000000000001,"A1F"
23894,55,1,7,"M",51,159,911,365,149,17,11,25,1,25,25,20.0000000000001,"F1G"
23898,60,1,6,"F",39,222,480,338,120,81,13,397,16,40,25,19.0000000000001,"A1G"
23899,33,1,4,"F",35,264,631,329,120,34,12,50,5,15,15,18,"A3F"
23903,88,0,7,"F",33,81,1500,279,146,42,12,37,10,7,2,17.0000000000001,"A4D"
23904,52,1,2,"M",42,197,816,316,120,14,12,20,1,20,20,16.0000000000001,"F1F"
23905,53,1,6,"M",36,293,377,240,120,70,9,145,18,10,10,27,"A1E"
23911,59,0,1,"M",54,156,502,213,120,47,12,51,4,20,20,24,"N1F"
23914,38,1,5,"M",37,267,702,340,120,34,13,34,4,16,16,19.0000000000001,"A2F"
23915,48,1,6,"M",38,261,473,532,140,28,13,55,3,25,25,17.0000000000001,"A1G"
23916,37,1,5,"M",41,217,585,302,120,32,15,41,7,10,8,16.0000000000001,"A4E"
23922,53,0,2,"F",0,0,0,0,0,51,12,98,5,30,30,24,"A1G"
23923,80,0,6,"M",46,166,442,205,120,69,8,90,19,8,3,16.0000000000001,"S3D"
23927,80,1,5,"F",44,158,931,410,160,47,7,94,9,15,15,16.0000000000001,"A2F"
23931,76,0,1,"F",36,197,1007,433,143,73,13,166,21,13,13,18,"S3E"
23933,53,0,3,"F",54,161,976,317,120,18,10,25,1,25,25,24,"N1G"
23938,49,1,2,"F",37,188,543,286,128,60,13,415,30,20,18,17.0000000000001,"S4F"
23942,80,1,1,"M",39,256,429,350,120,61,12,171,26,8,8,22.0000000000001,"S4D"
23948,51,NA,NA,"M",44,200,779,365,135,13,10,15,1,15,15,17.0000000000001,"F1F"
23951,39,1,7,"M",38,297,2566,689,160,62,14,122,12,20,12,16.0000000000001,"A1E"
23952,52,1,4,"M",35,177,549,436,135,59,12,90,6,20,20,24,"A1F"
23955,41,0,3,"M",42,216,433,286,120,29,9,25,2,20,20,26.0000000000001,"A1F"
23960,52,NA,NA,"F",53,165,329,212,120,52,14,152,14,20,20,21,"S3F"
23965,52,0,1,"M",38,245,523,302,120,14,11,18,2,15,15,15,"F1C"
23966,43,1,4,"F",28,150,479,206,120,53,13,127,11,20,15,21,"A1F"
23967,56,1,5,"F",43,222,3261,554,143,39,8,45,5,15,15,18,"A1F"
23971,81,1,2,"F",42,189,367,254,120,67,27,163,24,10,9,5.00000000000006,"S4D"
23972,72,1,6,"U",45,179,1040,527,153,53,13,260,8,50,25,21,"A1G"
23975,26,1,2,"M",38,283,281,118,89,37,12,73,7,20,20,15,"L4F"
23977,71,0,2,"F",43,137,364,180,138,31,11,40,4,15,15,18,"A1F"
23987,74,1,6,"M",47,176,4507,614,149,30,12,62,4,17,17,18,"A2F"
23991,45,1,5,"M",40,142,730,286,120,16,10,20,1,20,20,20.0000000000001,"F1F"
23995,64,1,3,"F",39,231,670,328,120,54,15,77,16,10,10,16.0000000000001,"S4E"
24000,90,NA,NA,NA,58,155,1338,231,120,51,4,100,23,5,5,21,"S3D"
24004,50,NA,NA,"F",42,211,2069,448,133,64,12,160,5,45,45,26.0000000000001,"A1G"
24012,42,NA,NA,"M",39,265,1637,618,139,55,13,100,4,25,25,18,"A1G"
24016,69,1,3,"M",41,149,1739,506,160,39,12,93,8,15,15,24,"S2F"
24024,37,NA,NA,"M",26,92,1792,250,157,64,14,197,22,17,15,18,"S2F"
24027,76,NA,NA,"M",39,223,538,210,120,72,10,120,18,17,17,21,"A1F"
24028,46,NA,4,"F",40,261,1677,614,137,114,29,372,20,27,24,18,"A3G"
24030,80,1,2,"M",31,263,1911,287,120,73,20,180,9,50,50,17.0000000000001,"A1G"
24033,98,NA,NA,"F",37,139,5306,573,160,77,13,140,19,12,10,16.0000000000001,"S3E"
24034,58,0,2,"F",50,129,356,162,120,76,13,136.5,20,15,15,18,"A1F"
24038,78,1,2,"U",43,180,597,261,122,76,12,235,20,20,14,18,"S2E"
24040,62,0,5,"F",47,178,284,178,120,77,11,242,32,20,5,21,"S3D"
24041,80,NA,1,"F",36,156,524,233,120,31,14,72,7,12,10,15,"A4E"
24053,62,NA,NA,"M",32,141,693,237,120,33,11,69,5,20,20,24,"A1F"
24054,70,1,2,"M",39,185,694,267,120,25,12,36,6,10,10,18,"A4E"
24056,79,NA,NA,"M",50,174,356,135,120,37,13,70,6,20,15,21,"A1F"
24057,75,1,5,"M",38,176,625,395,140,35,13,64,5,15,14,17.0000000000001,"A2F"
24060,66,1,2,"F",41,195,647,288,120,91,16,678,22,200,200,17.0000000000001,"S4G"
24066,68,0,6,"F",42,167,955,506,144,13,10,15,1,15,15,19.0000000000001,"F1F"
24068,46,1,6,"F",37,239,3819,670,160,46,13,99,9,15,15,21,"A3F"
24080,45,1,7,"F",41,176,339,206,120,70,13,122,9,20,20,20.0000000000001,"A1F"
24082,69,0,2,"F",36,338,219,117,89,63,12,93,12,10,10,15,"A1E"
24083,46,1,4,"F",39,205,697,326,120,50,15,54,6,15,15,16.0000000000001,"A2F"
24086,66,1,3,"M",63,137,1086,277,120,65,13,87,15,10,10,18,"A3E"
24094,90,0,5,"M",42,168,743,361,137,98,21,222,24,13,12,17.0000000000001,"A1E"
24097,57,NA,NA,"F",41,172,361,151,120,13,11,15,1,15,15,16.0000000000001,"F1F"
24099,38,1,1,"M",40,199,381,198,120,53,13,86,6,18,18,18,"A1F"
24100,47,1,5,"F",36,265,1298,508,140,39,13,97,7,20,20,18,"A4F"
24104,84,0,5,"M",36,173,1704,233,120,23,11,28,2,25,25,26.0000000000001,"A1G"
24106,66,1,3,"M",44,191,432,206,120,67,13,86,16,9,7,16.0000000000001,"A4D"
24109,86,NA,NA,"M",54,111,3448,345,140,53,15,141,12,25,10,6,"A1G"
24112,40,1,3,"F",38,170,481,277,128,24,14,30,4,11,7,16.0000000000001,"A3E"
24113,34,0,6,"F",46,218,4419,725,141,32,12,36,5,10,10,15,"A2D"
24119,75,0,2,"M",36,174,860,401,141,28,14,45,3,15,15,16.0000000000001,"A2F"
24135,63,NA,3,"F",36,266,682,370,120,57,13,84,9,20,20,18,"A2F"
24138,68,1,1,"F",43,164,204,130,120,52,13,75,9,15,10,19.0000000000001,"A2F"
24139,70,1,5,"M",38,211,833,247,120,28,23,50,3,25,20,15,"F1G"
24142,54,0,5,"F",44,161,711,327,140,63,13,145,10,20,20,18,"A1F"
24143,70,0,5,"M",32,141,2798,425,150,16,11,25,1,25,25,21,"F1G"
24146,74,0,4,"F",43,141,598,343,140,50,15,62,8,15,15,18,"A3F"
24149,77,1,5,"M",36,167,376,283,124,41,13,90,4,30,30,23.0000000000001,"A2G"
24153,74,1,7,"M",38,177,354,165,120,105,27,233,18,20,10,5.00000000000006,"A1F"
24162,49,1,7,"M",43,165,1197,447,159,66,12,120,14,20,10,18,"A1E"
24163,66,1,6,"F",38,228,769,277,120,48,9,69,5,15,15,26.0000000000001,"A1F"
24165,54,1,4,"F",43,201,1295,348,120,54,11,140,4,45,30,25.0000000000001,"A1G"
24168,72,1,1,"F",31,145,465,219,120,71,14,111,17,12,12,18,"A1E"
24170,63,NA,NA,"F",42,161,447,277,120,74,13,160,13,25,25,18,"A1G"
24171,58,1,5,"F",43,185,711,265,140,60,11,103,11,20,17,26.0000000000001,"A1F"
24178,35,0,7,"F",39,238,976,461,140,58,20,70,9,11,11,16.0000000000001,"A3E"
24200,53,0,3,"U",49,150,391,198,120,75,13,180,23,11,11,18,"S4E"
24201,92,1,2,"F",44,140,486,246,120,96,22,430,126,10,5,5.00000000000006,"S4D"
24209,34,1,7,"F",39,261,2264,524,140,34,10,52,3,20,20,26.0000000000001,"A1F"
24221,64,1,4,"F",42,187,398,218,120,50,13,85,8,16,16,16.0000000000001,"A2F"
24223,51,1,5,"M",42,220,885,383,120,47,14,78,7,20,20,18,"S3F"
24227,78,1,5,"F",37,238,2417,425,123,67,12,146,13,20,11,15,"A1E"
24232,74,0,1,"F",33,367,1625,178,102,31,12,82,6,20,20,22.0000000000001,"A2F"
24234,69,NA,NA,NA,43,185,639,270,121,58,9,89,10,15,15,26.0000000000001,"A1F"
24235,83,1,1,"F",51,159,488,213,120,77,12,126.07,24,10,3,15,"S2D"
24237,76,1,2,"F",34,162,641,166,120,20,10,20,2,15,15,17.0000000000001,"A1F"
24240,55,1,4,"F",47,158,836,263,120,63,13,131,13,15,10,18,"S2E"
24242,62,1,5,"F",49,137,1214,370,160,61,13,125,6,25,25,18,"A1G"
24243,59,NA,NA,"F",36,249,1117,461,123,12,4,35,3,20,20,15,"A1F"
24245,73,1,5,"F",38,177,601,334,120,29,5,46,4,15,15,23.0000000000001,"A1F"
24247,44,1,4,"F",42,196,588,351,120,39,14,86,10,25,10,15,"S2G"
24251,53,1,4,"M",40,238,778,404,120,25,10,26,2,16,16,16.0000000000001,"A1F"
24253,26,1,7,"M",34,246,666,315,120,17,10,25,1,25,25,20.0000000000001,"F1G"
24256,90,0,2,"M",45,151,975,304,127,77,16,90,7,20,20,26.0000000000001,"A1F"
24259,38,1,5,"M",34,231,1537,495,140,37,13,77,5,21,20,19.0000000000001,"A2F"
24260,73,NA,NA,"F",46,171,392,204,120,70,19,95,9,15,14,6,"A1F"
24261,66,1,2,"F",49,152,322,221,120,63,14,86,18,8,7,17.0000000000001,"S4D"
24265,71,1,2,"M",37,237,661,300,120,26,6,40,3,18,18,21,"A2F"
24268,72,1,4,"M",44,179,723,383,123,72,13,106,12,20,20,17.0000000000001,"A1F"
24275,48,1,4,"F",48,125,1771,311,160,43,15,60,11,10,5,16.0000000000001,"S4E"
24276,31,1,4,"F",38,273,717,460,120,15,7,15,1,15,15,24,"N1F"
24286,90,1,3,"M",52,165,695,239,120,54,10,63,5,17,17,18,"A1F"
24288,69,0,1,"M",59,151,583,157,119,81,27,95,18,10,3,9,"S4D"
24292,51,1,3,"F",49,183,1701,530,140,16,11,20,1,20,20,19.0000000000001,"F1F"
24301,68,0,4,"F",42,183,635,262,120,46,12,63,13,20,20,22.0000000000001,"A1F"
24304,34,NA,NA,NA,49,224,5983,1368,160,46,13,73,8,13,4,18,"A3E"
24308,34,1,4,"M",38,230,855,441,140,63,12,198,18,15,15,21,"S2F"
24312,53,1,4,"M",70,130,2692,394,140,44,13,64.32,8,15,15,15,"A1F"
24316,58,1,5,"M",50,167,1897,316,132,72,14,283,19,26,23,18,"S3G"
24317,46,1,5,"F",40,183,2365,480,129,24,12,46,4,20,6,19.0000000000001,"A3F"
24318,33,0,2,"M",39,212,630,307,123,26,13,29,3,17,7,15,"A2F"
24319,60,1,7,"J",41,251,1286,462,132,26,12,36,3,20,11,20.0000000000001,"A2F"
24320,71,1,5,"M",43,199,776,345,120,13,10,15,1,15,15,17.0000000000001,"F1F"
24323,64,NA,NA,"F",37,147,2287,369,138,43,11,53,5,25,25,26.0000000000001,"A1G"
24330,41,1,5,"M",38,204,696,327,120,50,14,105,8,20,13,21,"A3E"
24332,58,NA,NA,"M",37,177,761,243,141,47,13,94,4,32,32,17.0000000000001,"A1G"
24333,69,1,4,"M",40,219,348,326,120,31,9,25,3,15,15,26.0000000000001,"A1F"
24336,78,1,3,"M",44,238,1011,539,155,102,16,543,49,16,16,21,"S3F"
24337,77,0,2,"F",41,180,791,181,120,39,9,44,3,18,18,26.0000000000001,"A1F"
24346,48,1,6,"F",35,218,1608,635,160,86,14,233,29,20,15,21,"S4F"
24353,85,1,2,"M",38,169,453,255,120,76,13,263,33,11,10,18,"S2E"
24361,54,0,2,"M",41,183,792,313,120,56,29,111,6,25,0,6,"A1F"
24362,80,1,5,"F",42,186,2389,497,120,17,12,25,2,15,10,17.0000000000001,"N2F"
24368,56,1,1,"F",39,152,782,313,144,18,13,45,2,25,25,18,"N2G"
24385,74,1,4,"M",43,165,689,311,140,45,14,57,5,16,16,18,"A1F"
24390,50,1,5,"M",38,279,2247,329,120,70,13,138,15,20,20,18,"A1F"
24393,85,NA,NA,NA,41,211,436,186,120,39,10,41,4,15,15,24,"A1F"
24394,75,1,2,"M",38,253,1139,457,123,71,15,145,8,25,25,15,"A2G"
24401,67,0,1,"M",47,136,1517,216,120,40,10,43,4,15,15,19.0000000000001,"A1F"
24405,61,0,2,"M",45,138,640,233,120,13,8,15,1,15,15,21,"F1F"
24407,73,1,2,"M",38,253,1188,538,160,37,11,75,3,25,25,26.0000000000001,"A1G"
24408,60,1,5,"F",41,224,1240,607,140,30,9,25,3,15,15,26.0000000000001,"A1F"
24410,32,0,2,"F",33,159,563,223,120,34,13,95,14,11,7,15,"S4D"
24417,64,0,3,"F",36,298,698,396,120,62,13,201,7,50,30,23.0000000000001,"A1G"
24422,74,0,2,"F",38,232,891,375,120,56,9,191,17,20,15,18,"S2F"
24424,49,1,7,"M",46,214,3491,753,160,17,9,25,1,25,25,24,"N1G"
24426,71,1,2,"M",42,151,576,271,120,57,13,121,9,30,18,25.0000000000001,"A1F"
24432,46,1,3,"F",39,206,451,298,120,58,9,105,17,8,7,15,"S3D"
24437,50,0,1,"F",65,58,4542,151,120,18,7,31,6,6,5,15,"A4D"
24439,62,1,6,"M",40,206,491,302,120,68,7,143,16,13,12,19.0000000000001,"A1E"
24444,71,0,2,"M",48,154,501,188,120,67,11,95,20,7,7,18,"S3D"
24448,26,0,1,"M",39,122,648,230,129,31,11,83,5,23,19,25.0000000000001,"A2F"
24450,96,1,5,"M",48,172,697,363,120,47,12,72,7,12,10,17.0000000000001,"A3E"
24455,73,1,2,"F",47,157,1019,313,140,67,14,165,16,15,12,15,"S4F"
24456,90,NA,1,"F",70,98,1425,207,120,34,14,52,4,17,17,16.0000000000001,"A2F"
24460,44,NA,NA,"M",39,222,634,286,120,59,13,98,7,30,30,18,"A2G"
24468,38,0,3,"M",47,172,296,239,120,60,14,130,6,33,25,18,"A1G"
24469,68,1,1,"M",45,157,808,271,124,22,10,20,2,15,15,19.0000000000001,"A1F"
24471,64,0,5,"M",42,173,605,328,120,29,13,35,3,25,25,19.0000000000001,"A1G"
24477,81,0,3,"F",38,300,1641,767,160,44,15,49,11,10,7,15,"A3E"
24478,42,1,3,"F",36,138,2095,289,120,25,12,27,4,10,9,17.0000000000001,"A3E"
24484,60,0,1,"F",38,153,461,219,120,39,13,54,6,20,20,18,"A2F"
24486,53,1,5,"M",34,206,871,464,140,88,18,138,15,13,10,18,"A3E"
24490,73,1,5,"M",37,302,664,141,111,46,13,80,4,25,25,19.0000000000001,"A1G"
24493,51,1,3,"M",56,155,371,238,120,19,13,35,2,25,10,18,"N2G"
24495,55,1,4,"M",34,173,621,302,135,72,13,227,13,26,26,18,"A1G"
24498,39,0,3,"M",37,162,491,187,120,39,14,100,12,20,1,13.0000000000001,"S4E"
24499,79,1,3,"M",67,114,658,160,120,63,13,67,24,5,5,19.0000000000001,"S3D"
24502,55,1,7,"F",39,196,1850,463,143,28,13,42,3,20,12,19.0000000000001,"A2F"
24503,54,0,4,"F",39,161,857,340,127,16,12,26,2,16,16,15,"F1E"
24506,76,NA,NA,"F",51,159,1383,410,130,54,8,146,16,25,25,19.0000000000001,"S2G"
24507,64,1,3,"F",46,207,228,222,120,22,13,30,2,20,20,16.0000000000001,"N2F"
24513,34,1,4,"F",37,111,2906,374,142,79,13,273,21,40,10,15,"S2G"
24525,80,1,6,"F",40,242,931,470,123,73,9,127,26,10,5,18,"S3D"
24527,81,0,7,"M",41,196,351,244,120,108,17,290.5,30,16,7.5,6,"S2E"
24528,42,1,5,"F",34,131,3613,381,148,17,12,21,3,11,11,16.0000000000001,"N3E"
24530,36,1,7,"F",43,180,654,338,120,53,15,63,7,15,10,21,"A2E"
24537,52,1,5,"M",42,153,1207,355,133,13,11,15,1,15,15,16.0000000000001,"F1F"
24539,52,0,4,"F",34,217,725,316,120,42,14,49.5,7,10,10,15,"A4E"
24540,35,0,1,"F",36,223,655,329,120,39,15,36,6,15,7,16.0000000000001,"A3F"
24542,82,1,2,"M",36,142,1063,255,137,108,35,205,25,15,12,8.00000000000006,"S2F"
24544,71,1,2,"F",59,111,1199,249,120,51,8,99,9,16,16,18,"A1F"
24547,82,1,4,"F",84,67,2250,441,140,112,37,595,24,39,31,13.0000000000001,"A3G"
24550,39,1,6,"F",35,254,978,460,145,59,10,142,9,20,20,26.0000000000001,"A1F"
24552,84,1,2,"F",42,172,838,416,120,70,13,134,11,20,20,18,"A1F"
24554,80,1,5,"F",35,93,816,142,140,70,13,145,12,24,24,19.0000000000001,"A1F"
24555,54,1,4,"M",35,188,1875,389,120,67,13,109,10,15,15,18,"A1F"
24561,58,0,1,"F",38,252,2180,518,140,35,12,74,9,11,11,22.0000000000001,"A4E"
24565,43,1,4,"F",35,199,837,357,121,40,13,162,7,30,30,20.0000000000001,"A3G"
24566,64,1,6,"F",46,217,4100,640,141,34,10,31,3,15,15,18,"A1F"
24569,74,NA,NA,NA,32,120,1053,298,124,62,8,94,23,10,5,18,"S4D"
24571,93,0,3,"F",43,169,1172,410,137,60,14,95,8,16,15,21,"A1F"
24573,50,1,7,"F",37,258,1658,355,120,45,10,50,5,15,15,20.0000000000001,"A1F"
24574,96,1,6,"F",39,191,2329,438,140,68,14,157,13,20,15,21,"S3F"
24580,43,1,2,"U",38,262,484,260,120,58,15,89,11,12,12,19.0000000000001,"A2E"
24581,82,0,7,"M",45,187,2846,436,120,93,23,224,18,17,15,16.0000000000001,"A1F"
24585,43,1,5,"F",36,274,942,497,140,14,12,25,1,25,25,16.0000000000001,"F1G"
24586,76,0,3,"F",50,176,4098,545,140,18,12,25,2,15,15,18,"N2F"
24588,66,1,2,"M",42,165,332,184,120,32,10,36,5,10,7,16.0000000000001,"A3E"
24589,78,1,1,"F",69,126,492,200,120,29,24,45,5,10,10,7.00000000000011,"N3E"
24590,78,0,3,"J",39,226,517,319,120,82,13,158,20,20,10,19.0000000000001,"A1E"
24597,30,1,3,"F",41,196,568,308,120,66,44,134,15,11,10,6,"S4E"
24598,28,1,6,"M",43,189,1024,442,130,53,11,115,5,25,25,24,"A1G"
24600,73,1,2,"F",42,248,879,463,130,73,12,111,15,11,11,19.0000000000001,"S2E"
24602,72,1,2,"M",49,152,538,231,120,35,12,95,4,30,20,22.0000000000001,"A2F"
24603,74,1,5,"M",47,91,1705,228,132,15,7,15,1,15,15,24,"N1F"
24607,46,1,5,"M",37,188,1029,357,138,18,13,25,2,15,15,16.0000000000001,"N2F"
24617,69,1,4,"M",40,187,1245,375,139,69,13,103,8,21,21,26.0000000000001,"A1F"
24622,40,1,5,"M",33,175,558,197,120,56,13,79.25,9,25,25,18,"A1G"
24627,58,1,1,"M",42,191,660,326,120,13,10,20,1,20,20,17.0000000000001,"F1F"
24634,53,1,6,"F",41,143,3671,320,140,34,23,40,4,15,15,15,"A1E"
24638,86,NA,NA,"F",41,167,541,247,120,51,8,143,19,17,17,18,"A1F"
24640,70,1,2,"F",42,166,399,183,123,43,6,134,9,17,15,24,"A1F"
24643,77,NA,NA,NA,44,178,417,183,120,44,12,82,11,12,11,23.0000000000001,"S2E"
24648,84,0,2,"F",42,127,1479,353,151,47,25,55,6,10,10,18,"A3E"
24654,76,1,4,"M",46,155,608,244,120,61,15,118,11,25,25,18,"A1G"
24659,70,0,5,"F",40,309,1082,548,140,38,13,54,7,15,15,20.0000000000001,"A2F"
24663,80,1,4,"F",37,181,1713,283,130,63,13,69,14,7,7,15,"A3D"
24665,43,0,2,"F",37,186,666,252,120,38,12,104,12,11,10,16.0000000000001,"S2E"
24667,77,1,2,"F",38,151,267,208,120,27,7,78,6,15,15,18,"A2F"
24679,53,NA,NA,NA,38,229,935,317,120,74,15,301,33,15,10,15,"S4E"
24680,52,1,6,"F",38,167,4227,734,160,38,12,48,3,22,22,19.0000000000001,"A1F"
24686,44,1,6,"M",46,192,895,361,120,46,12,88,7,16,14,18,"A2F"
24687,82,0,3,"M",38,286,238,154,101,45,12,45,8,10,5,21,"A4E"
24689,90,0,2,"M",66,115,325,188,120,56,13,159,12,20,15,18,"S3F"
24691,88,NA,2,"F",54,96,1284,302,125,20,11,30,2,15,15,5.00000000000006,"N1F"
24692,70,1,4,"M",32,255,1147,301,120,59,11,122,10,20,12,24,"A2E"
24695,60,1,6,"M",45,174,546,294,120,14,12,25,1,25,25,16.0000000000001,"F1G"
24697,45,1,2,"M",45,176,561,272,131,52,26,66,10,9,6,9,"A4D"
24700,58,1,5,"M",39,191,570,205,120,59,13,96,8,20,20,19.0000000000001,"A1F"
24702,75,1,5,"F",41,172,545,238,120,47,13,66,5,20,20,18,"A2F"
24703,41,0,1,"M",44,179,532,295,120,51,13,110,5,40,40,18,"A2G"
24704,84,NA,NA,NA,70,132,847,263,120,55,8,305,19,30,22,18,"A1F"
24707,70,NA,NA,"M",38,142,938,297,120,52,13,215,7,44,34,18,"A2G"
24708,64,1,5,"F",39,187,1143,325,120,17,7,25,1,25,25,27,"N1G"
24714,51,1,2,"M",48,166,623,270,120,70,13,139.25,12,20,20,18,"A2F"
24717,49,1,6,"F",34,329,483,205,109,49,12,246,23,15,12,25.0000000000001,"S3E"
24723,70,0,1,"F",49,160,516,256,120,55,16,141,8,28,17,19.0000000000001,"A2F"
24724,64,1,4,"M",42,238,2128,470,140,44,12,81,9,15,15,15,"A2F"
24725,59,NA,NA,"M",46,165,452,234,120,61,14,99,13,15,5,17.0000000000001,"A2E"
24728,54,0,5,"F",40,103,2726,371,140,14,8,18,1,18,18,21,"N1F"
24733,48,1,5,"M",42,178,699,214,120,16,10,20,1,20,20,20.0000000000001,"F1F"
24740,70,1,7,"F",41,283,1933,597,140,19,10,25,1,25,25,23.0000000000001,"N1G"
24741,66,0,2,"M",38,167,1537,214,120,61,25,52,4,16,0,4.00000000000011,"A1F"
24744,74,NA,NA,"M",46,189,788,403,140,46,8,90,12,11,11,19.0000000000001,"S3E"
24747,63,1,7,"F",42,189,528,182,120,73,15,462,14,100,85,16.0000000000001,"S3G"
24748,48,1,2,"F",44,136,470,217,122,64,10,121,14,12,11,24,"A1E"
24750,50,1,7,"M",37,170,855,377,129,11,9,15,1,15,15,15,"F1F"
24752,76,1,6,"M",55,162,1123,511,143,14,12,25,1,25,25,16.0000000000001,"F1G"
24754,33,0,5,"M",42,186,363,177,118,63,12,86,9,15,15,18,"A1F"
24756,74,0,2,"F",73,95,619,157,120,14,11,28,1,28,28,17.0000000000001,"F1G"
24757,66,1,5,"F",39,243,1243,549,140,15,10,20,1,20,20,20.0000000000001,"F1F"
24759,63,0,2,"F",40,210,446,196,120,57,13,136,15,13,13,19.0000000000001,"A2E"
24764,49,NA,NA,"M",40,179,584,316,120,59,12,115,13,21,21,22.0000000000001,"A1F"
24771,88,1,2,"M",49,155,841,332,140,64,13,90,15,10,7,15,"A2E"
24777,86,0,1,"F",42,125,849,194,120,17,13,50,2,25,25,16.0000000000001,"F1G"
24782,57,1,5,"M",44,197,853,285,120,79,11,113,31,12,5,18,"S3D"
24783,52,NA,NA,"M",38,193,745,288,120,63,14,113,10,15,10,15,"A2F"
24785,43,NA,NA,"F",37,331,1667,398,120,44,9,87,20,6,4,17.0000000000001,"S4D"
24787,56,1,5,"M",40,218,2878,586,146,34,13,50,2,25,25,18,"A1G"
24790,66,1,6,"M",43,121,1708,286,160,29,12,51,4,16,15,18,"A1F"
24793,48,1,7,"M",47,182,713,319,122,16,7,15,1,15,15,24,"N1F"
24796,54,NA,NA,"M",44,186,454,177,120,56,11,98,7,20,20,25.0000000000001,"A1F"
24798,76,1,2,"M",44,197,575,213,120,48,13,74,16,10,10,19.0000000000001,"A2E"
24801,38,1,7,"F",36,300,946,630,159,20,10,25,2,20,20,18,"A1F"
24802,68,NA,4,"M",45,177,291,203,120,35,12,37,4,22,22,15,"A2F"
24806,63,1,4,"F",43,170,191,200,120,21,12,35,3,13,13,16.0000000000001,"N3E"
24808,84,1,7,"M",41,255,1795,527,120,71,14,143,15,20,10,15,"S2F"
24810,58,1,3,"F",35,192,425,254,120,33,12,36,4,20,20,18,"A1F"
24813,83,1,5,"M",57,135,652,233,130,19,10,25,2,20,20,17.0000000000001,"A1F"
24815,38,1,5,"F",40,225,1160,442,120,59,12,88,18,10,10,16.0000000000001,"S3E"
24820,30,0,1,"M",41,210,493,275,120,21,15,106,2,53,53,16.0000000000001,"N2G"
