"ID","DONR","DAMT","AGE","HOME","HINC","GENDER","MEDAGE","MEDPPH","MEDHVAL","MEDINC","MEDEDUC","NUMPROM","NUMPRM12","RAMNTALL","NGIFTALL","MAXRAMNT","LASTGIFT","TDON","RFA_96"
19405,0,0,56,1,5,"F",47,216,1178,401,120,22,10,20,2,15,15,23.0000000000001,"A1F"
19410,1,15,58,1,5,"M",34,166,1069,380,121,55,9,77,6,17,15,24,"A1F"
19412,0,0,55,0,2,"M",45,179,499,285,120,27,13,44,8,7,7,18,"S4D"
19419,0,0,49,1,4,"M",60,153,463,278,120,55,35,208,30,16,8,6,"N2F"
19432,0,0,50,1,6,"F",39,183,1638,346,125,26,13,47,4,15,10,18,"A3F"
19433,0,0,78,0,1,"F",26,136,413,174,120,49,13,74,7,15,15,18,"A2F"
19438,0,0,42,1,5,"F",35,112,3538,344,138,33,13,45,3,25,25,19.0000000000001,"A1G"
19458,0,0,37,1,7,"M",0,0,0,0,0,63,12,77,20,6,5,18,"S4D"
19461,0,0,69,0,1,"F",47,110,931,252,137,63,14,85,10,15,15,15,"S2E"
19465,0,0,58,1,4,"M",51,175,651,295,129,59,13,101,8,25,25,18,"A1G"
19471,0,0,68,1,6,"M",44,196,748,334,121,38,15,53,7,11,9,16.0000000000001,"A3E"
19493,0,0,77,0,2,"M",41,179,347,155,117,45,11,99,7,19,19,24,"A1F"
19503,0,0,46,1,3,"F",36,314,584,342,120,57,12,64,6,20,20,15,"A1F"
19531,0,0,75,1,1,"M",48,158,462,239,120,31,7,30,4,15,15,26.0000000000001,"A1F"
19538,0,0,61,1,2,"M",31,146,723,315,140,68,11,86,18,10,10,26.0000000000001,"A1E"
19542,1,25,77,1,4,"M",58,101,705,195,124,59,13,125,6,25,25,18,"A1G"
19546,0,0,82,0,1,"M",38,178,383,200,120,58,13,163,14,20,20,21,"A1F"
19557,0,0,47,1,7,"F",38,277,441,158,119,33,10,31,3,15,15,23.0000000000001,"A1F"
19564,0,0,42,1,3,"M",28,111,1364,301,141,25,10,30,2,20,20,23.0000000000001,"A1F"
19577,0,0,78,NA,NA,"F",35,284,932,149,117,45,12,79,7,15,15,25.0000000000001,"A1F"
19592,0,0,36,1,2,"F",42,200,391,217,120,25,12,44,4,12,10,18,"A3E"
19604,0,0,62,1,3,"M",41,147,807,335,122,22,12,28,4,10,10,19.0000000000001,"A3E"
19636,0,0,48,1,7,"M",50,185,5965,1500,160,57,14,139,15,15,10,17.0000000000001,"S3F"
19665,0,0,72,1,5,"F",40,179,970,404,156,21,12,40,2,20,20,21,"N2F"
19707,0,0,40,1,6,"F",36,149,748,271,122,15,11,25,1,25,25,20.0000000000001,"F1G"
19708,0,0,43,1,5,"F",43,225,572,323,120,75,12,208,14,30,10,17.0000000000001,"A1E"
19746,0,0,70,1,3,"F",44,173,737,456,135,23,14,32,3,20,7,18,"A2F"
19769,0,0,93,1,6,"J",37,238,2847,542,140,62,8,144,14,17,15,21,"A1F"
19780,0,0,38,1,5,"M",43,178,888,285,120,13,8,15,1,15,15,20.0000000000001,"F1F"
19783,0,0,46,1,6,"F",32,185,1163,357,140,23,13,30,3,10,10,16.0000000000001,"N3E"
19791,0,0,73,1,1,"F",43,186,275,115,108,70,12,102,14,13,13,17.0000000000001,"A2E"
19797,0,0,73,1,4,"M",47,162,567,290,140,77,12,222,24,13,13,17.0000000000001,"S4E"
19808,0,0,60,0,1,"F",36,231,255,142,120,39,13,79,9,12,10,15,"A4E"
19809,0,0,69,1,1,"F",49,162,734,211,120,64,13,85,16,10,6,17.0000000000001,"A3E"
19833,0,0,68,1,5,"M",39,195,1292,403,122,58,13,96,15,10,10,17.0000000000001,"S4E"
19854,0,0,56,1,5,"M",40,206,744,469,137,15,10,15,1,15,15,20.0000000000001,"F1F"
19864,0,0,72,1,7,"M",39,182,656,341,128,57,14,149,11,30,27,18,"A3G"
19876,0,0,64,1,4,"M",45,138,490,238,120,48,12,57,5,15,15,20.0000000000001,"A2F"
19894,0,0,40,1,4,"M",43,175,411,213,120,35,12,36,6,10,10,15,"A4E"
19903,0,0,81,1,5,"M",48,172,558,379,127,55,12,95,9,25,10,16.0000000000001,"A2E"
19914,0,0,45,1,5,"F",36,227,463,298,138,29,10,35,3,15,15,18,"A1F"
19927,1,8,47,0,5,"F",41,192,545,288,120,66,12,170,25,12,9,18,"S3D"
19950,0,0,68,1,5,"M",42,253,1291,556,135,77,15,152,17,14,14,17.0000000000001,"S2E"
19955,0,0,71,1,7,"M",42,176,906,367,140,51,13,65,9,12,12,16.0000000000001,"A3E"
19968,0,0,58,1,7,"M",45,232,1881,868,160,13,11,25,1,25,25,16.0000000000001,"F1G"
19976,0,0,34,1,7,"F",34,245,1205,645,160,61,13,157,17,15,15,18,"A4F"
20003,0,0,77,NA,7,"M",53,149,626,207,120,66,12,97,7,17,17,19.0000000000001,"A1F"
20016,0,0,68,1,4,"M",42,162,951,254,120,43,13,84,8,16,10,16.0000000000001,"S3F"
20022,0,0,67,1,4,"F",29,112,1310,403,154,56,13,91,6,21,20,18,"A2F"
20028,0,0,92,1,5,"F",51,171,800,386,127,126,30,783,58,25,25,25.0000000000001,"A1G"
20033,0,0,87,1,1,"M",30,153,709,171,134,29,10,30,3,15,15,18,"A1F"
20035,0,0,36,1,5,"M",38,183,897,328,125,27,12,43,4,15,15,18,"A3F"
20059,0,0,46,1,5,"F",35,183,770,313,125,43,10,53,5,15,15,26.0000000000001,"A2F"
20145,0,0,83,1,1,"M",60,116,1464,305,120,40,7,54,20,5,5,18,"S3D"
20152,0,0,39,1,2,"M",42,154,448,177,120,54,14,60,8,11,11,18,"A3E"
20156,0,0,46,1,4,"F",40,236,713,288,120,34,12,51,7,12,11,17.0000000000001,"A3E"
20168,0,0,36,1,6,"F",42,179,1132,446,132,15,10,20,1,20,20,20.0000000000001,"F1F"
20188,0,0,88,0,2,"F",55,141,659,264,140,58,6,158,25,15,15,15,"A1F"
20214,0,0,66,1,2,"F",42,190,783,390,120,61,10,80,8,18,18,22.0000000000001,"A1F"
20223,0,0,60,1,5,"F",37,143,573,250,120,41,9,137,13,21,21,15,"A2F"
20235,0,0,56,1,5,"M",42,200,548,271,120,34,12,42,3,20,20,16.0000000000001,"A1F"
20237,0,0,86,0,5,"F",40,183,672,340,120,42,12,43,6,10,10,15,"A3E"
20261,0,0,35,0,1,"M",42,121,908,351,123,26,11,30,3,15,10,22.0000000000001,"A2F"
20270,0,0,53,NA,NA,NA,37,296,1952,463,120,10,8,15,1,15,15,15,"F1F"
20278,0,0,56,1,5,"M",36,268,369,196,120,54,13,122,15,11,11,21,"S3E"
20286,0,0,63,1,6,"F",42,189,546,181,120,55,12,79,9,15,15,22.0000000000001,"A1F"
20305,0,0,71,1,5,"M",45,144,1849,335,121,66,13,305,13,25,22,19.0000000000001,"A1F"
20309,0,0,83,1,1,"U",33,343,1375,226,97,48,13,77,6,17,17,15,"A2F"
20314,0,0,84,0,1,"F",37,141,535,218,120,14,11,25,1,25,25,16.0000000000001,"F1G"
20338,0,0,83,1,4,"M",40,185,792,352,125,42,10,75,4,25,25,26.0000000000001,"A1G"
20353,0,0,62,1,4,"F",35,376,1624,398,120,39,7,106,13,14,14,23.0000000000001,"A2E"
20374,0,0,37,1,5,"F",37,182,738,306,122,74,12,220,27,16,10,24,"S2E"
20409,0,0,48,1,7,"F",43,183,4904,587,160,29,9,37,3,15,15,25.0000000000001,"A1F"
20425,0,0,56,0,2,"M",44,148,1156,295,129,12,10,20,1,20,20,15,"F1F"
20441,1,5,80,1,2,"F",42,153,457,179,120,46,6,112,18,10,10,18,"A1E"
20452,0,0,70,1,3,"F",56,165,1083,417,160,67,12,170,16,15,10,26.0000000000001,"A1E"
20456,0,0,74,1,7,"M",48,176,2453,914,160,73,13,154,13,17,17,17.0000000000001,"A2F"
20461,0,0,67,NA,NA,"F",28,100,488,146,140,58,13,87,15,10,10,18,"A2E"
20463,0,0,40,NA,2,"F",37,175,1749,375,130,25,19,30,2,20,10,13.0000000000001,"F1F"
20472,0,0,51,1,4,"M",42,211,1088,590,160,52,12,74,14,7,5,21,"A3D"
20473,0,0,50,0,1,"F",49,172,370,307,120,33,9,50,3,18,18,26.0000000000001,"A1F"
20474,0,0,73,1,6,"F",65,135,795,262,120,57,15,83,8,20,20,18,"A1F"
20494,0,0,40,1,2,"M",41,142,681,205,120,56,10,79,7,20,20,26.0000000000001,"A1F"
20497,0,0,66,0,1,"M",41,224,808,263,120,30,12,55,4,15,15,20.0000000000001,"A2F"
20514,0,0,44,1,6,"M",42,184,487,228,120,67,13,124,11,50,10,19.0000000000001,"S2E"
20542,0,0,41,1,1,"F",35,317,693,423,126,67,12,157,25,10,10,18,"A1E"
20557,0,0,67,1,5,"M",40,245,1067,481,140,22,10,26,2,16,16,23.0000000000001,"A1F"
20567,0,0,58,1,5,"F",0,0,0,0,0,59,14,91,9,17,17,17.0000000000001,"A3F"
20584,0,0,57,1,5,"F",50,186,913,418,140,75,14,156,15,17,17,18,"A3F"
20587,0,0,72,1,3,"F",53,177,782,259,120,85,24,201,28,11,5,16.0000000000001,"A1E"
20593,0,0,34,1,6,"M",50,204,5783,1014,160,25,13,50,2,25,25,20.0000000000001,"A1G"
20597,0,0,57,1,5,"M",44,184,675,413,140,15,10,20,1,20,20,20.0000000000001,"F1F"
20620,0,0,44,1,6,"F",34,256,863,458,140,16,10,15,1,15,15,19.0000000000001,"F1F"
20636,0,0,82,1,3,"M",40,196,1049,356,120,63,12,163,13,25,10,25.0000000000001,"A1E"
20637,0,0,68,1,4,"M",40,169,566,258,122,56,12,105,7,20,20,15,"A1F"
20644,1,10,41,1,4,"M",32,199,1296,358,140,75,15,143,19,12,12,16.0000000000001,"S4E"
20649,0,0,76,0,6,"F",37,189,844,77,120,32,12,38,4,15,15,18,"A1F"
20663,0,0,44,1,2,"M",39,253,417,312,120,51,12,59,6,22,22,17.0000000000001,"A1F"
20669,0,0,52,0,4,"M",41,181,385,216,120,67,12,130,14,12,12,18,"S2E"
20692,0,0,46,1,5,"F",36,199,234,300,120,27,12,27,3,20,20,20.0000000000001,"A1F"
20716,0,0,78,1,3,"M",41,149,1070,416,144,55,11,58,7,15,15,18,"A1F"
20717,0,0,56,1,7,"F",52,141,188,174,120,46,12,64,10,10,10,19.0000000000001,"A3E"
20718,0,0,76,1,5,"F",49,168,725,324,124,43,8,126,10,21,15,19.0000000000001,"A1F"
20726,0,0,52,0,5,"F",49,178,420,190,115,24,12,39,4,11,11,17.0000000000001,"A3E"
20749,0,0,54,1,4,"M",40,220,435,303,120,13,11,15,1,15,15,16.0000000000001,"F1F"
20763,0,0,59,NA,NA,"M",38,167,865,408,120,58,13,143,9,25,25,20.0000000000001,"A2G"
20809,0,0,30,1,7,"M",39,180,800,464,150,21,10,35,2,20,20,18,"A1F"
20810,0,0,91,0,3,"M",56,155,590,184,120,51,13,71,8,16,16,19.0000000000001,"A1F"
20837,0,0,58,1,5,"M",39,199,511,167,120,22,12,36,3,14,12,18,"N3E"
20842,0,0,60,1,4,"F",42,159,1413,651,140,77,14,272,14,40,10,16.0000000000001,"A2F"
20843,0,0,68,1,3,"M",42,183,418,275,120,23,10,25,2,15,15,20.0000000000001,"A1F"
20857,0,0,40,NA,NA,"M",63,142,1740,525,144,106,20,329,49,20,12,17.0000000000001,"S2E"
20895,0,0,51,1,5,"F",41,173,555,284,120,21,10,26,2,16,16,24,"N2F"
20905,0,0,75,1,4,"M",38,197,848,372,124,78,12,167,26,10,10,18,"A1E"
20928,0,0,56,0,1,"M",52,156,488,176,120,20,10,20,2,15,15,15,"A1F"
20937,0,0,20,1,4,"M",47,190,998,343,126,28,10,48,4,20,20,26.0000000000001,"A1F"
20939,0,0,79,0,3,"M",44,167,440,198,120,14,11,20,1,20,20,17.0000000000001,"F1F"
20944,0,0,84,1,1,"M",46,188,785,512,157,84,33,113,15,11,10,6,"A4E"
20945,0,0,79,1,6,"F",40,196,4000,380,130,21,10,30,2,20,20,18,"A1F"
20953,0,0,48,1,6,"M",41,210,428,225,120,13,10,15,1,15,15,17.0000000000001,"F1F"
20970,0,0,47,1,2,"F",42,182,1469,390,120,24,12,29,5,7,7,16.0000000000001,"A4D"
20972,0,0,38,1,4,"F",44,182,1479,405,133,50,12,75,4,35,35,22.0000000000001,"A1G"
20973,0,0,54,1,4,"M",42,202,663,330,120,29,13,75,4,30,30,21,"A3G"
20974,0,0,82,1,2,"M",34,138,508,239,137,60,15,155,13,20,20,17.0000000000001,"S3F"
20981,0,0,71,1,6,"F",41,164,552,276,120,41,12,56,4,20,20,20.0000000000001,"A1F"
20991,0,0,81,1,1,"M",40,203,611,305,120,45,14,62,8,20,20,19.0000000000001,"S2F"
21014,0,0,76,0,2,"F",39,181,521,251,120,59,15,97,11,13,13,15,"A2E"
21031,0,0,56,1,5,"M",38,191,632,363,146,38,14,90,3,40,40,23.0000000000001,"A1G"
21041,0,0,83,NA,2,"M",48,179,1285,435,141,65,12,132,10,25,25,4.00000000000011,"A1F"
21064,0,0,44,0,5,"F",36,210,771,440,120,37,13,76,6,15,15,18,"A1F"
21071,0,0,85,1,2,"M",43,193,470,282,120,30,14,63,5,18,18,17.0000000000001,"A4F"
21075,0,0,79,1,3,"M",40,153,581,272,120,92,32,94,27,10,10,15,"S3D"
21080,0,0,49,1,5,"F",41,231,1024,490,128,30,12,39,3,20,20,21,"A1F"
21092,0,0,42,1,3,"M",40,148,707,243,121,19,10,50,2,30,30,26.0000000000001,"A1G"
21095,1,10,46,1,5,"F",33,160,893,403,160,33,12,70,11,8,5,17.0000000000001,"S4D"
21145,0,0,88,1,5,"M",33,220,591,280,121,50,13,72,9,15,15,16.0000000000001,"S3F"
21149,0,0,55,1,5,"F",43,193,350,145,110,61,13,124,9,20,10,15,"S2F"
21168,1,16,60,NA,NA,"M",33,195,702,327,120,54,13,110,11,16,15,15,"A3F"
21196,0,0,75,0,4,"F",28,75,1792,284,160,67,14,113,20,10,10,18,"S4E"
21204,0,0,55,1,5,"F",43,157,473,315,120,21,10,20,2,15,15,19.0000000000001,"A1F"
21207,0,0,47,1,6,"M",41,197,5460,746,160,13,10,25,1,25,25,17.0000000000001,"F1G"
21215,0,0,58,1,3,"F",44,163,971,245,134,48,10,94,16,12,3,18,"A3D"
21237,0,0,68,1,2,"F",43,189,798,267,120,71,8,161,18,24,24,17.0000000000001,"A1F"
21271,0,0,28,1,5,"F",35,259,754,417,120,15,12,20,1,20,20,17.0000000000001,"F1F"
21318,0,0,55,1,5,"M",47,168,743,215,146,21,10,28,2,15,15,17.0000000000001,"A1F"
21341,0,0,48,1,7,"F",45,210,4374,657,151,13,10,20,1,20,20,17.0000000000001,"F1F"
21348,0,0,64,1,6,"F",41,178,992,289,160,36,7,75,9,16,16,15,"A1E"
21353,0,0,54,1,7,"M",49,172,1353,532,120,44,13,62,4,25,25,18,"A1G"
21377,0,0,86,1,4,"M",31,234,1367,251,120,52,9,62,12,10,10,24,"S2E"
21394,0,0,52,1,5,"M",50,172,772,366,133,50,12,75,5,15,15,21,"A2F"
21407,0,0,58,1,5,"M",44,175,889,552,140,29,11,60,4,20,15,24,"A1F"
21411,0,0,40,1,5,"M",45,154,625,255,120,36,11,35,6,10,7,19.0000000000001,"A3E"
21417,0,0,60,0,5,"M",42,208,508,293,120,73,10,175,18,12,12,21,"A1E"
21451,0,0,85,1,6,"F",43,218,2911,620,151,65,14,74,14,7,7,16.0000000000001,"A4D"
21469,0,0,78,1,7,"M",70,140,2063,698,160,24,9,26,2,16,16,24,"A1F"
21471,0,0,58,NA,NA,NA,43,198,590,225,120,35,13,43,4,25,25,19.0000000000001,"A1G"
21512,0,0,66,1,3,"M",40,166,648,188,120,65,12,102,17,10,5,19.0000000000001,"A2E"
21516,0,0,59,1,2,"M",38,270,704,413,135,45,14,75,5,30,30,20.0000000000001,"A3G"
21528,0,0,80,0,1,"F",40,219,520,179,120,57,10,129,10,20,15,17.0000000000001,"A1F"
21544,0,0,71,0,6,"M",60,164,2315,766,160,32,19,50,3,25,10,9,"A1G"
21576,0,0,41,0,1,"F",44,182,319,178,120,50,13,63,7,20,20,18,"A1F"
21579,0,0,52,1,5,"F",39,288,688,467,122,56,10,58,7,15,15,25.0000000000001,"A1F"
21604,0,0,72,1,4,"M",42,247,961,493,132,64,12,202,10,25,25,23.0000000000001,"A1G"
21625,0,0,47,NA,NA,"M",40,245,794,345,120,48,16,124,8,21,19,19.0000000000001,"A2F"
21628,0,0,31,0,3,"F",39,239,732,416,120,78,12,189,23,17,10,24,"A1E"
21660,0,0,67,0,5,"F",33,322,528,199,94,16,11,28,3,13,13,15,"N2E"
21681,0,0,38,0,1,"M",39,164,258,167,120,53,13,128,12,15,14,16.0000000000001,"A2E"
21694,0,0,75,1,4,"M",66,141,1172,328,130,64,12,92,11,12,12,18,"A2E"
21727,0,0,82,1,3,"M",67,144,631,252,120,71,13,124,21,10,10,17.0000000000001,"S2E"
21746,0,0,70,1,1,"F",36,183,415,262,120,58,13,124,12,20,20,18,"A2F"
21747,0,0,69,1,3,"M",45,182,297,149,119,79,12,112.5,34,5,4,17.0000000000001,"S4D"
21764,1,10,81,NA,NA,"F",35,285,593,235,120,29,8,52,7,11,10,17.0000000000001,"A3E"
21775,0,0,52,1,4,"F",44,186,655,407,140,73,13,94,21,7,5,17.0000000000001,"S4D"
21776,0,0,80,1,3,"F",47,193,652,410,120,35,13,61,6,12,12,16.0000000000001,"A3E"
21777,0,0,40,1,3,"F",40,218,414,246,120,24,12,29,7,5,5,17.0000000000001,"A4D"
21782,0,0,66,1,7,"F",45,211,2074,988,160,81,13,334,24,25,20,17.0000000000001,"A1F"
21809,0,0,47,NA,NA,"M",44,223,5000,898,159,58,13,100,7,20,20,17.0000000000001,"A2F"
21831,0,0,76,0,3,"F",35,171,1408,390,143,21,12,35,3,13,13,17.0000000000001,"N3E"
21852,0,0,50,NA,NA,"M",40,299,272,76,89,48,11,96,7,20,20,24,"A1F"
21882,0,0,44,1,4,"F",40,187,1245,375,139,59,13,110,17,12,6,21,"S4E"
21887,0,0,81,1,6,"F",37,136,4187,520,152,47,8,59,17,7,4,18,"A4D"
21891,0,0,70,1,2,"M",40,208,353,249,120,55,7,103,7,25,25,21,"A1G"
21955,0,0,78,NA,NA,"F",0,0,0,0,0,46,14,92,14,10,5,18,"S4D"
22002,0,0,56,0,6,"M",38,216,676,349,120,27,14,46,3,20,20,19.0000000000001,"A2F"
22038,0,0,36,1,2,"F",46,175,435,210,120,23,12,50,4,16,10,22.0000000000001,"A3F"
22039,0,0,68,1,1,"F",42,197,388,210,120,25,13,51,5,15,10,18,"A4F"
22046,0,0,70,1,2,"F",39,314,377,274,120,37,15,75,4,25,20,17.0000000000001,"A2F"
22052,0,0,83,NA,NA,"M",42,178,893,293,120,67,11,85,17,8,7,18,"S3D"
22056,0,0,73,NA,NA,"F",40,245,907,479,128,57,10,83,9,20,20,24,"A1F"
22057,0,0,43,1,6,"M",35,224,838,434,140,36,8,76,10,12,12,17.0000000000001,"S2E"
22060,0,0,72,0,4,"F",37,163,557,169,120,15,10,15,1,15,15,17.0000000000001,"F1F"
22069,1,15,32,NA,NA,"M",37,299,2125,448,120,13,8,15,1,15,15,21,"F1F"
22084,0,0,84,0,1,"F",50,146,382,174,120,41,9,33,4,15,15,26.0000000000001,"A1F"
22101,0,0,65,1,4,"M",37,280,854,398,120,60,11,75,6,20,20,25.0000000000001,"A1F"
22112,0,0,56,0,2,"M",33,156,311,79,120,19,14,85,3,35,35,17.0000000000001,"N3G"
22116,0,0,34,1,7,"M",40,154,3550,463,156,57,9,92,6,22,15,24,"A1F"
22132,0,0,53,1,5,"F",39,209,498,281,119,36,12,50,3,20,20,18,"A1F"
22140,0,0,73,0,2,"M",47,174,839,346,120,56,11,78,15,11,11,24,"A1E"
22152,0,0,24,1,4,"M",39,264,1101,522,120,58,12,90,8,20,20,23.0000000000001,"A1F"
22163,0,0,87,1,2,"F",42,189,572,348,120,36,25,35,5,10,10,15,"A3E"
22171,0,0,79,1,1,"F",32,122,793,279,127,75,12,314,38,12,11,15,"A1E"
22178,0,0,59,1,3,"F",72,118,553,232,120,52,13,107,5,27,27,18,"A1G"
22181,0,0,41,1,4,"M",35,183,583,265,122,73,13,107,17,11,11,16.0000000000001,"A3E"
22198,0,0,40,1,5,"F",46,173,921,422,127,20,10,25,2,20,20,17.0000000000001,"A1F"
22205,0,0,73,1,7,"M",46,219,2064,809,160,59,15,133,13,18,14,18,"A4F"
22217,0,0,58,1,5,"M",44,209,458,372,120,25,11,30,3,15,5,19.0000000000001,"A2F"
22244,0,0,30,0,2,"F",45,171,302,203,120,14,11,20,1,20,20,17.0000000000001,"F1F"
22255,0,0,75,0,6,"M",43,170,654,249,120,38,7,59,12,8,8,20.0000000000001,"A3D"
22266,0,0,55,NA,NA,"M",36,237,714,294,120,34,9,52,6,20,20,26.0000000000001,"A1F"
22295,1,10,73,1,4,"M",48,175,708,397,120,35,13,61,6,20,7,18,"A3F"
22314,0,0,63,1,2,"M",38,159,498,279,120,93,39,210,28,20,0,4.00000000000011,"A1F"
22320,0,0,55,0,3,"M",47,163,4878,608,160,64,14,114,11,15,14,19.0000000000001,"S3F"
22340,0,0,52,1,4,"F",40,194,2973,614,142,55,13,74,6,15,15,17.0000000000001,"A1F"
22349,0,0,52,NA,NA,"F",35,257,558,279,120,70,28,161,9,22,20,5.00000000000006,"A1F"
22355,0,0,58,1,1,"M",42,176,900,292,120,71,12,112,19,10,8,15,"A2D"
22360,0,0,52,1,4,"M",47,174,328,162,120,41,11,50,5,29,29,24,"A1G"
22375,0,0,93,1,7,"F",43,144,2629,523,160,58,13,365,21,25,20,24,"A2F"
22404,1,10,71,0,2,"F",40,109,746,218,140,45,10,96,8,18,15,26.0000000000001,"A1F"
22410,0,0,73,0,2,"M",48,138,267,135,120,68,12,115,20,20,5,18,"A3D"
22442,0,0,79,0,2,"M",44,153,696,330,136,43,9,289,20,27,27,18,"S2G"
22451,0,0,46,0,2,"M",40,233,609,297,120,12,10,15,1,15,15,19.0000000000001,"F1F"
22469,0,0,36,1,4,"F",36,237,686,295,120,52,13,185,14,20,12,16.0000000000001,"S4E"
22479,0,0,81,1,7,"M",41,258,655,314,120,26,13,50,3,25,25,20.0000000000001,"A2G"
22486,0,0,49,0,5,"F",44,192,623,341,120,56,12,107,7,20,20,22.0000000000001,"A1F"
22498,0,0,52,1,5,"F",36,114,1009,470,160,25,13,55,3,25,25,18,"A2G"
22503,0,0,82,1,1,"M",66,129,1032,261,120,63,13,112,7,20,20,19.0000000000001,"A1F"
22509,0,0,74,1,7,"M",53,141,795,352,122,53,13,93,8,25,10,18,"A3E"
22522,0,0,53,0,5,"F",40,218,1071,485,141,14,12,20,1,20,20,16.0000000000001,"F1F"
22527,1,30,55,NA,NA,"F",45,177,1991,512,153,39,12,55,3,25,25,24,"A1G"
22533,0,0,72,0,1,"F",44,183,375,153,120,22,10,27.07,2,17.07,17.07,22.0000000000001,"A1F"
22551,0,0,63,1,5,"M",57,171,972,540,140,50,13,117,4,32,32,18,"A1G"
22568,0,0,48,1,3,"F",60,127,709,225,120,13,8,20,1,20,20,22.0000000000001,"N1F"
22569,0,0,39,1,2,"M",42,169,466,198,120,40,15,87,8,15,10,16.0000000000001,"A3F"
22590,1,70,68,1,4,"F",50,171,863,415,140,79,12,295,31,40,13,24,"S2E"
22594,0,0,42,1,5,"F",41,170,736,328,140,20,12,45,2,25,25,15,"N1F"
22599,0,0,88,1,1,"F",45,150,876,221,120,62,27,57,7,10,10,16.0000000000001,"A3E"
22603,0,0,39,1,4,"F",33,240,1538,319,140,20,10,20,2,15,15,18,"A1F"
22608,0,0,45,0,1,"M",39,224,495,250,120,65,13,94,14,10,10,17.0000000000001,"S2E"
22630,0,0,88,0,2,"F",43,158,692,271,122,102,14,838.01,34,40,35,17.0000000000001,"S2G"
22631,0,0,56,1,3,"M",34,278,545,395,120,57,9,86,8,15,5,25.0000000000001,"A2F"
22642,0,0,59,NA,NA,"F",39,221,851,303,123,72,13,162,14,20,10,18,"S2E"
22647,0,0,86,1,3,"M",33,96,1033,291,152,70,12,78,16,10,5,18,"S3D"
22675,0,0,33,NA,NA,"M",41,152,726,248,121,32,13,40,3,25,25,19.0000000000001,"A1G"
22696,0,0,55,1,6,"F",36,270,855,456,120,56,12,135,7,25,25,23.0000000000001,"A1G"
22703,1,15,54,1,7,"F",49,177,2279,746,160,33,12,60,3,20,20,18,"A1F"
22729,0,0,77,1,3,"M",48,158,517,317,120,45,7,85,13,10,7,17.0000000000001,"S3D"
22745,0,0,48,1,4,"F",44,171,430,244,120,24,13,30,2,25,25,17.0000000000001,"A1G"
22774,0,0,89,1,1,"F",45,151,161,63,120,72,11,157,22,20,14,26.0000000000001,"A1E"
22780,0,0,78,1,7,"M",42,204,1518,449,120,50,12,57,9,15,3,19.0000000000001,"A4D"
22788,0,0,49,1,1,"M",45,211,353,166,120,22,10,29,3,15,15,24,"A1F"
22819,0,0,71,1,3,"M",48,158,1534,582,160,54,15,68,5,17,16,19.0000000000001,"A1F"
22837,0,0,85,0,1,"F",38,170,875,236,115,74,12,122,21,10,10,20.0000000000001,"A1E"
22865,0,0,68,NA,NA,NA,0,0,0,0,0,34,11,75,5,20,19,24,"A1F"
22894,0,0,78,1,5,"M",45,175,418,200,120,20,12,26,2,16,16,19.0000000000001,"N2F"
22926,0,0,35,0,4,"F",48,162,648,366,120,22,12,32,3,15,12,16.0000000000001,"A2F"
22945,0,0,51,0,2,"F",39,241,525,258,120,84,13,183.85,40,10,4,18,"S4D"
22950,0,0,64,0,1,"F",43,167,331,170,108,26,13,33,4,11,10,18,"A3E"
22970,0,0,76,1,5,"F",40,246,953,415,129,67,15,197,10,30,30,15,"A1G"
22981,0,0,55,NA,NA,"M",42,205,548,276,120,13,10,15,1,15,15,17.0000000000001,"F1F"
22994,0,0,67,1,1,"F",38,313,541,263,120,58,12,79,10,12,11,22.0000000000001,"A2E"
23007,0,0,55,1,5,"F",39,204,934,462,127,60,9,109,9,17,17,25.0000000000001,"A1F"
23010,0,0,27,0,1,"M",44,172,430,292,120,74,9,191,24,11,11,26.0000000000001,"A1E"
23012,0,0,84,1,5,"M",73,98,650,249,131,60,12,168,8,40,40,25.0000000000001,"A1G"
23014,0,0,46,1,5,"M",36,179,884,340,140,28,14,120,5,40,40,24,"A1G"
23032,0,0,58,1,3,"F",37,191,435,234,120,67,10,133,15,20,20,26.0000000000001,"A1F"
23034,0,0,46,1,5,"M",39,244,647,355,120,43,12,70,3,25,25,21,"A1G"
23073,0,0,72,1,2,"F",43,179,601,310,120,25,12,30,4,10,10,19.0000000000001,"A3E"
23077,0,0,47,0,1,"M",37,121,3242,289,140,63,15,70,12,10,5,16.0000000000001,"A4D"
23113,0,0,81,0,1,"J",41,258,816,482,120,78,14,217,19,20,15,15,"S4F"
23125,0,0,53,1,5,"M",42,189,707,330,129,53,13,80,16,5,5,17.0000000000001,"S4D"
23171,0,0,50,1,4,"F",40,242,705,384,120,29,12,40,9,5,5,18,"S4D"
23213,0,0,46,1,5,"F",38,176,536,253,124,64,8,94,13,15,15,17.0000000000001,"A1F"
23215,0,0,87,1,6,"F",39,124,5023,858,160,47,12,68,7,15,15,19.0000000000001,"A1F"
23218,0,0,62,1,1,"F",33,164,544,319,133,35,12,69,7,25,25,15,"A1E"
23220,0,0,70,1,6,"M",63,148,780,233,120,56,14,123,13,13,10,15,"A1E"
23237,0,0,64,1,5,"M",42,155,640,319,120,13,8,20,1,20,20,21,"N1F"
23238,0,0,63,1,5,"M",35,195,665,243,120,56,13,126,9,20,20,19.0000000000001,"A1F"
23242,0,0,58,1,2,"F",41,207,395,305,120,64,13,118,11,15,12,18,"A2E"
